transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T7811,U068,2024-07-13,Income,Salary,56796.0,Bank Transfer,Chennai,Movie tickets
T4554,U033,2024-07-25,Expense,Food,2134.0,Bank Transfer,Mumbai,test
T11155,U045,2021-10-08,Expense,rnt,1641.0,Bank Transfer,Chennai,Train ticket
T2388,U141,2024-05-13,Expense,Food,1096.0,Card,Kolkata,
T8669,U050,2024-06-08,Expense,Rent,8899.0,UPI,Jaipur,Electricity bill
T3095,U053,2021-04-03,Expense,utilties,8525.0,UPI,,
T13017,U108,2022-09-13,Expense,Rent,1152.0,Card,Kolkata,Internet bill
T1961,U058,2022-05-28,Income,Other,23191.0,UPI,Hyderabad,
T12650,U128,2022-11-06,Expense,traval,7027.0,Cash,Hyderabad,Restaurant dinner
T4426,U039,2021-08-18,Income,Bonus,42668.0,Cash,Hyderabad,
T4002,U150,2021-08-28,Expense,Food,1093.0,Card,Hyderabad,asdfgh
T10981,U014,2023-07-31,Expense,Entertainment,8542.0,Cash,Mumbai,Internet bill
T5995,U031,2022-01-22,Expense,Travel,7839.0,Card,Bangalore,Books
T10704,U132,,Expense,Food,1401.0,Cash,Hyderabad,Movie tickets
T13903,U026,2022-02-02,Expense,educaton,9089.0,Card,Lucknow,Petrol
T10961,U051,2023-03-18,Expense,utlities,1695.0,bank transfr,Delhi,Electricity bill
T12843,U052,2024-11-23,Income,Investment,54685.0,UPI,,Monthly rent payment
T11931,U027,2023-08-10,Expense,Food,1620.0,Bank Transfer,Bangalore,Train ticket
T12508,U036,2022-09-21,Income,Salary,34947.0,bank transfr,,Grocery shopping
T8722,U098,2023-07-06,Expense,Food,4398.0,UPI,Kolkata,...
T4145,U087,2022-04-15,Expense,edu,5531.0,Card,Ahmedabad,Doctor consultation
T13836,U144,2021-10-19,Expense,Entertainment,3458.0,Cash,Delhi,asdfgh
T9908,U092,2021-11-11,Expense,Food,4318.0,Cash,Delhi,Restaurant dinner
T5486,U024,2022-11-06,Income,Salary,51746.0,UPI,Ahmedabad,
T4390,U040,2021-04-07,Expense,Entertainment,8501.0,Bank Transfer,Kolkata,Restaurant dinner
T1715,U009,2023-09-15,Expense,Rent,6192.0,Cash,Pune,EMI payment
T5089,U003,2021-06-17,Expense,Food,3829.0,Bank Transfer,Lucknow,
T0611,U065,2022-03-08,Income,Freelance,72111.0,Card,,EMI payment
T7131,U054,2024-02-23,Expense,Other,9313.0,Cash,Pune,ATM withdrawal
T5129,U008,2023-10-22,Expense,rnt,-500.0,banktransfer,Lucknow,
T12438,U116,,Expense,Rent,999999999.0,banktransfer,Ahmedabad,Petrol
T1899,U144,2022-04-11,Expense,entrtnmnt,5666.0,Cash,Bangalore,asdfgh
T9575,U047,2024-05-22,Expense,fod,1596.0,Cash,Hyderabad,Petrol
T11172,U054,2022-04-09,Expense,health,8799.0,UPI,Mumbai,Fixed deposit
T9018,U065,2024-01-05,Expense,rnt,6517.0,Bank Transfer,Kolkata,!!!
T13605,U113,2022-12-17,Expense,utilties,339.0,UPI,mum,asdfgh
T13090,U055,2024-04-23,Expense,Food,3020.0,Card,Bangalore,
T9607,U054,2021-05-11,Expense,Entertainment,3713.0,Card,,Doctor consultation
T8442,U102,2021-01-08,Expense,Utilities,6993.0,Bank Transfer,Lucknow,
T3748,U051,2024-08-25,Expense,Entertainment,3689.0,Cash,Pune,Online course
T7481,U121,2023-04-05,Expense,fod,6443.0,Card,Lucknow,Grocery shopping
T5526,U001,,Expense,Food,8963.0,Bank Transfer,Kolkata,Lunch
T4368,U106,2022-12-19,Income,Other,20419.0,Cash,Mumbai,Lunch
T9762,U105,2021-04-13,Income,Other,50731.0,UPI,Delhi,ATM withdrawal
T0179,U037,2024-10-26,Expense,Food,907.0,Cash,Kolkata,EMI payment
T12091,U148,2023-05-11,Expense,Utilities,4194.0,Bank Transfer,Mumbai,misc
T7256,U029,2022-08-16,Expense,Food,4044.0,Bank Transfer,Jaipur,Books
T4979,U046,,Expense,Entertainment,5782.0,Card,Kolkata,Online course
T13670,U083,2023-08-15,Expense,Food,3092.0,Cash,Bangalore,Train ticket
T11470,U107,2024-03-29,Expense,education,6247.0,Bank Transfer,Bangalore,ATM withdrawal
T1338,U100,2024-04-02,Expense,health,5875.0,Bank Transfer,Kolkata,...
T9217,U003,2023-09-03,Expense,utilties,9361.0,UPI,Lucknow,Train ticket
T11343,U138,2021-04-24,Income,Other,25503.0,Cash,Lucknow,Monthly rent payment
T4168,U022,2023-04-08,Expense,Food,1335.0,UPI,Jaipur,Online course
T3770,U040,2023-06-26,Expense,Entertainment,1175.0,Bank Transfer,,Fixed deposit
T3326,U132,2021-09-09,Expense,savings,2670.0,Bank Transfer,Hyderabad,
T7452,U074,2021-06-11,Expense,health,4280.0,Bank Transfer,Hyderabad,Grocery shopping
T1415,U027,2023-11-21,Expense,Rent,24380.0,UPI,mum,Doctor consultation
T11517,U083,2024-11-09,Expense,education,1967.0,UPI,Kolkata,Grocery shopping
T10113,U121,2021-07-08,Expense,Rent,11268.0,UPI,che,Online course
T13207,U065,2024-09-28,Income,Salary,50409.0,bank transfr,Bangalore,Uber ride
T2564,U076,2021-04-18,Expense,rnt,9518.0,UPI,Mumbai,Doctor consultation
T12410,U130,2021-01-31,Expense,entrtnmnt,770.0,UPI,Pune,
T8304,U088,2023-07-23,Income,Freelance,26810.0,UPI,Pune,
T13517,U071,2024-06-28,Expense,Rent,2778.0,Card,Jaipur,
T1419,U022,2023-10-20,Expense,Food,9413.0,,Kolkata,
T5267,U088,2024-10-04,Expense,Rent,2777.0,Cash,Jaipur,
T1242,U030,2023-06-25,Expense,traval,1640.0,UPI,Kolkata,Lunch
T3186,U027,2024-01-14,Expense,Rent,5132.0,Card,Lucknow,test
T3072,U017,2023-04-25,Expense,Utilities,7597.0,UPI,Ahmedabad,
T13562,U145,2022-09-26,Expense,Food,5984.0,Card,Ahmedabad,Petrol
T8652,U117,2022-09-21,Expense,Food,1241.0,Cash,Jaipur,Coffee
T4101,U010,2024-03-14,Expense,utilties,8743.0,,Ahmedabad,Internet bill
T6015,U094,2021-07-28,Income,Salary,20350.0,Bank Transfer,Bangalore,Grocery shopping
T9141,U074,2023-03-09,Income,Bonus,28444.0,UPI,,Online course
T7166,U040,2021-09-10,Expense,education,7284.0,UPI,Kolkata,!!!
T10097,U103,2022-08-25,Income,Investment,68186.0,Card,Pune,Gym membership
T8516,U116,2021-05-29,Expense,savings,6648.0,banktransfer,Mumbai,Internet bill
T11787,U024,2021-08-26,Expense,Food,5311.0,bank transfr,Bangalore,Train ticket
T1202,U072,2022-12-03,Expense,Travel,7892.0,bank transfr,Hyderabad,Shopping
T9251,U044,2021-07-16,Expense,utilties,6241.0,UPI,Hyderabad,Medicine
T1954,U008,2023-02-10,Expense,Rent,15177.0,Bank Transfer,Delhi,
T0811,U142,2021-10-24,Expense,education,8562.0,,Delhi,Internet bill
T3710,U143,2022-07-07,Expense,Food,6363.0,Cash,Chennai,Movie tickets
T5196,U026,2022-02-01,Expense,rentt,21341.0,UPI,jai,test
T7859,U098,2021-08-24,Income,Freelance,17069.0,Card,Jaipur,Books
T10762,U059,2021-01-17,Expense,Travel,7225.0,Cash,,Coffee
T12672,U022,2024-12-23,Expense,,2524.0,Cash,Delhi,
T3831,U147,2023-04-11,Expense,Other,2086.0,Cash,Bangalore,asdfgh
T9612,U063,2024-01-04,Expense,health,6455.0,Cash,Bangalore,
T9015,U049,2021-02-14,Expense,savings,6269.0,Cash,Kolkata,EMI payment
T1521,U001,2023-12-07,Expense,,882.0,UPI,Delhi,Monthly rent payment
T6283,U106,2021-06-19,Expense,utilties,507.0,Bank Transfer,Ahmedabad,ATM withdrawal
T9151,U146,2023-09-18,Expense,fod,8437.0,Card,Jaipur,test
T0049,U033,2024-04-23,Expense,Rent,-500.0,Card,Kolkata,
T7678,U002,2022-06-25,Expense,entrtnmnt,775.0,Card,Pune,
T5775,U116,2024-07-25,Expense,Rent,1130.0,Card,Bangalore,Fixed deposit
T10045,U002,2022-05-12,Expense,Food,3573.0,bank transfr,Bangalore,
T4513,U087,2021-05-22,Expense,Food,4040.0,banktransfer,,
T2994,U136,2021-12-05,Expense,Rent,228.0,Card,Pune,Petrol
T10592,U042,2023-12-11,Expense,Travel,4746.0,Card,Kolkata,Shopping
T4767,U007,2021-02-25,Expense,traval,6664.0,,Lucknow,Fixed deposit
T2088,U099,2022-09-23,Expense,Travel,3790.0,Bank Transfer,Bangalore,EMI payment
T4707,U043,2024-04-16,Expense,Rent,6444.0,Cash,Pune,Doctor consultation
T6101,U075,2023-08-15,Expense,Utilities,1376.0,Cash,mum,
T1204,U110,2021-10-09,Expense,Utilities,9267.0,,mum,Train ticket
T12023,U096,2023-11-25,Expense,Travel,104.0,UPI,Pune,...
T9351,U035,2022-01-18,Expense,entrtnmnt,2743.0,Card,jai,Shopping
T6097,U114,2024-12-06,Expense,Utilities,798.0,Cash,Ahmedabad,Monthly rent payment
T0413,U075,2021-09-12,Income,Bonus,56061.0,UPI,Jaipur,Doctor consultation
T12724,U048,2021-05-16,Expense,Utilities,8995.0,Card,,asdfgh
T3824,U034,2021-02-23,Expense,fod,663.0,UPI,Kolkata,Grocery shopping
T0492,U028,2021-09-16,Expense,utilties,5705.0,,Kolkata,
T5508,U129,2021-03-13,Expense,Rent,1042.0,Cash,,Coffee
T11441,U122,2023-01-07,Expense,traval,9244.0,banktransfer,Chennai,EMI payment
T5213,U031,2021-03-31,Expense,Food,4266.0,UPI,Pune,Gym membership
T2045,U072,2023-10-10,Expense,Rent,9658.0,banktransfer,Ahmedabad,Shopping
T1781,U088,2022-06-15,Expense,rnt,4193.0,Cash,Hyderabad,Movie tickets
T3820,U129,,Expense,health,3245.0,Bank Transfer,,
T0667,U018,2022-10-08,Expense,Food,2270.0,Cash,Ahmedabad,Restaurant dinner
T3800,U004,2022-05-22,Expense,Travel,3433.0,Cash,Bangalore,
T8797,U043,2024-05-26,Income,Investment,21687.0,Bank Transfer,Bangalore,Electricity bill
T5181,U132,2023-04-20,Expense,Travel,7575.0,Card,Bangalore,!!!
T13140,U130,2024-12-13,Income,Bonus,28477.0,UPI,,misc
T12683,U145,2024-03-05,Expense,saving,8642.0,Cash,Mumbai,test
T3713,U015,2022-11-06,Expense,health,7353.0,UPI,Mumbai,!!!
T4865,U070,2021-12-10,Expense,Utilities,8693.0,bank transfr,Ahmedabad,Restaurant dinner
T1077,U092,2022-04-01,Expense,Food,4213.0,Cash,Pune,Monthly rent payment
T11199,U143,2022-01-19,Expense,Utilities,4674.0,UPI,Bangalore,Movie tickets
T2970,U092,2023-11-13,Expense,Entertainment,6552.0,Bank Transfer,,Monthly rent payment
T11084,U035,2022-10-15,Expense,Utilities,5770.0,Card,Ahmedabad,xyz123
T11054,U047,2022-01-24,Expense,Food,3200.0,Card,Chennai,Coffee
T2776,U031,2023-10-10,Expense,educaton,9385.0,Card,Hyderabad,Fixed deposit
T10184,U127,2021-07-19,Expense,rnt,211.0,Card,Hyderabad,EMI payment
T4184,U113,2022-08-30,Expense,Rent,5770.0,Card,Kolkata,Train ticket
T3565,U060,2022-08-05,Expense,fod,7139.0,Card,Ahmedabad,
T3711,U077,2023-05-02,Expense,Utilities,7738.0,,Chennai,Train ticket
T2827,U082,2024-04-26,Income,Freelance,30076.0,Card,,Electricity bill
T9649,U018,2022-02-21,Expense,Travel,7881.0,UPI,Kolkata,Train ticket
T9481,U147,2022-09-17,Expense,Travel,3711.0,Cash,Hyderabad,Books
T5215,U006,2024-03-05,Income,Other,50616.0,Card,,Medicine
T10647,U084,2022-08-24,Expense,Food,3162.0,Card,Kolkata,Electricity bill
T7297,U016,2022-05-11,Expense,savings,4621.0,UPI,Bangalore,
T6186,U041,2021-08-06,Expense,rnt,2012.0,Cash,Hyderabad,Shopping
T5846,U017,2022-11-21,Expense,traval,1897.0,Bank Transfer,Bangalore,
T6149,U043,2023-05-20,Expense,rentt,23748.0,UPI,Hyderabad,Coffee
T11687,U041,2023-11-30,Expense,entrtnmnt,4620.0,Cash,Delhi,Books
T2758,U085,2021-07-19,Expense,Food,1255.0,Card,Jaipur,
T10879,U080,2021-10-16,Expense,rentt,24421.0,Cash,Mumbai,Internet bill
T0879,U045,2021-08-05,Expense,Rent,216.0,Cash,Pune,Coffee
T6631,U052,2022-05-10,Expense,education,995.0,UPI,Bangalore,Medicine
T7359,U069,2022-02-23,Expense,health,5085.0,UPI,Ahmedabad,Monthly rent payment
T7906,U128,2024-07-04,Expense,Food,553.0,UPI,Hyderabad,Lunch
T0377,U073,2022-06-24,Expense,Food,2803.0,Card,Ahmedabad,Electricity bill
T9137,U022,2023-11-01,Expense,education,5269.0,Bank Transfer,Kolkata,asdfgh
T2891,U019,2022-09-15,Expense,helth,7259.0,bank transfr,Pune,asdfgh
T12866,U032,2023-07-30,Income,Other,19148.0,Cash,Delhi,
T13622,U143,2023-12-08,Expense,education,7208.0,Cash,mum,xyz123
T5150,U052,2024-07-15,Expense,traval,7467.0,Cash,Jaipur,Grocery shopping
T2581,U006,2024-08-13,Expense,,3791.0,UPI,Pune,Restaurant dinner
T9420,U129,2024-03-12,Expense,Food,2641.0,Bank Transfer,Bangalore,xyz123
T11977,U138,2021-03-14,Income,Other,47508.0,Card,,
T10860,U105,2022-01-04,Income,Salary,66432.0,bank transfr,Pune,Movie tickets
T5087,U004,2022-10-13,Expense,traval,1547.0,Bank Transfer,Lucknow,Shopping
T12258,U123,2023-04-14,Income,Salary,36012.0,Cash,Mumbai,Online course
T0119,U057,2021-03-02,Income,Other,40149.0,Bank Transfer,Hyderabad,Coffee
T7061,U146,2023-09-02,Expense,Travel,8082.0,UPI,Pune,
T5238,U139,2022-06-04,Income,Other,45615.0,UPI,Kolkata,Doctor consultation
T7502,U095,2021-07-05,Expense,traval,7539.0,UPI,Mumbai,asdfgh
T10915,U112,2023-01-24,Expense,helth,4696.0,Card,Bangalore,!!!
T8860,U020,,Expense,edu,3706.0,UPI,Bangalore,Lunch
T9221,U034,2023-05-12,Income,Bonus,53078.0,UPI,Chennai,Petrol
T8115,U037,2024-08-06,Expense,Food,3840.0,,jai,Gym membership
T8399,U045,2022-08-03,Income,Other,78783.0,Card,jai,
T10428,U139,2024-07-11,Expense,educaton,1120.0,UPI,Jaipur,Lunch
T12933,U126,2024-07-25,Expense,Food,4587.0,UPI,,Doctor consultation
T4501,U130,2024-11-28,Expense,Utilities,9750.0,UPI,Delhi,test
T10341,U068,2023-03-25,Expense,education,4986.0,UPI,Lucknow,Electricity bill
T8393,U061,2021-09-02,Expense,utlities,9229.0,UPI,Mumbai,Internet bill
T1574,U043,2024-03-27,Income,Other,28003.0,Bank Transfer,Pune,Monthly rent payment
T7864,U132,2023-08-15,Expense,Entertainment,2599.0,Card,,Uber ride
T6042,U129,2022-05-07,Expense,Food,4120.0,UPI,Pune,Coffee
T5915,U019,2023-02-20,Income,Other,51440.0,Bank Transfer,Delhi,Coffee
T7365,U018,2021-12-09,Expense,traval,2660.0,UPI,Hyderabad,Electricity bill
T8129,U103,2021-05-18,Expense,rentt,36576.0,Card,Pune,ATM withdrawal
T10691,U053,,Expense,education,3590.0,Bank Transfer,Jaipur,
T9213,U111,2021-03-22,Expense,Travel,6829.0,UPI,che,
T6783,U049,2021-08-24,Income,Investment,69778.0,Bank Transfer,Pune,!!!
T10393,U137,2022-08-14,Expense,fod,1350.0,Card,Hyderabad,Grocery shopping
T12291,U146,2024-02-01,Income,Salary,213867.0,Cash,Bangalore,
T1297,U148,2021-06-27,Expense,Food,657.0,Card,Pune,
T5296,U072,2021-11-18,Expense,Travel,8578.0,UPI,Lucknow,Movie tickets
T7263,U132,2024-06-13,Income,Bonus,75604.0,Bank Transfer,Delhi,ATM withdrawal
T1381,U025,2022-03-22,Expense,,7805.0,Cash,Kolkata,misc
T13390,U143,2021-04-12,Expense,Food,145.0,Card,Pune,Gym membership
T6828,U132,2024-11-03,Expense,rnt,0.0,,Chennai,
T6530,U022,2021-03-04,Expense,education,8923.0,bank transfr,jai,Restaurant dinner
T5276,U103,2024-10-12,Expense,Food,1035.0,Bank Transfer,Ahmedabad,Internet bill
T9945,U066,2024-07-29,Expense,Travel,1396.0,Card,Chennai,Internet bill
T7477,U129,2021-08-12,Income,Salary,43834.0,Cash,Kolkata,asdfgh
T6996,U039,2024-03-24,Expense,Food,4026.0,Bank Transfer,Kolkata,Train ticket
T1543,U014,2022-12-31,Expense,,6492.0,Card,Mumbai,Books
T0066,U069,,Expense,entrtnmnt,3072.0,Card,Jaipur,Books
T5533,U038,,Expense,traval,9535.0,Cash,Bangalore,Internet bill
T5642,U118,2023-01-23,Expense,Food,824.0,Card,Lucknow,Doctor consultation
T9930,U060,2023-10-27,Expense,rnt,5175.0,Bank Transfer,Bangalore,test
T2262,U020,2021-03-19,Expense,Entertainment,4398.0,banktransfer,Ahmedabad,Electricity bill
T6737,U107,2022-02-27,Income,Salary,245156.0,,Pune,!!!
T3258,U096,2021-06-03,Expense,Rent,6051.0,UPI,Bangalore,Shopping
T4031,U005,2023-11-01,Expense,Utilities,2301.0,Bank Transfer,Ahmedabad,misc
T2219,U012,2021-02-18,Income,Freelance,40590.0,Card,Chennai,xyz123
T12007,U038,2023-08-09,Expense,Rent,6961.0,Cash,Hyderabad,xyz123
T11958,U149,2023-04-28,Expense,Food,4252.0,Cash,Pune,Petrol
T5612,U009,2021-09-06,Expense,Rent,40318.0,UPI,Lucknow,Internet bill
T5569,U109,2021-06-09,Expense,Travel,2226.0,Cash,,!!!
T6028,U009,2024-11-09,Expense,fod,6252.0,bank transfr,Bangalore,!!!
T8355,U071,2022-04-29,Expense,Rent,42162.0,Bank Transfer,Lucknow,Coffee
T2001,U078,2022-05-11,Expense,Food,3844.0,Cash,Ahmedabad,Doctor consultation
T0507,U073,2024-06-14,Expense,health,2575.0,bank transfr,Kolkata,ATM withdrawal
T3195,U040,2021-03-14,Expense,Entertainment,2323.0,Bank Transfer,Ahmedabad,Gym membership
T13498,U089,,Expense,rentt,32511.0,UPI,Chennai,Online course
T13539,U059,2021-03-24,Expense,utilties,5223.0,Cash,Kolkata,Medicine
T2676,U108,2022-06-04,Expense,Food,4856.0,UPI,Pune,Petrol
T10984,U111,2021-07-03,Expense,Food,6809.0,UPI,Pune,!!!
T10027,U056,2021-03-31,Expense,Food,721.0,Card,Bangalore,Gym membership
T7122,U075,2021-10-03,Income,Bonus,65623.0,Cash,Hyderabad,test
T1960,U058,2024-12-29,Income,Salary,65957.0,Card,Mumbai,Medicine
T5531,U144,2022-11-08,Expense,Food,9343.0,UPI,Delhi,Petrol
T10223,U039,2021-04-21,Expense,Other,5887.0,Cash,Kolkata,misc
T3506,U072,2022-03-21,Expense,Travel,8063.0,Card,Bangalore,Lunch
T1755,U081,2021-01-16,Expense,Food,4554.0,,Delhi,Doctor consultation
T9246,U082,2024-10-24,Expense,Food,2023.0,Bank Transfer,Kolkata,
T12979,U072,2024-04-23,Expense,Food,3919.0,Card,Ahmedabad,
T5706,U059,2022-03-05,Income,Freelance,22324.0,Cash,Pune,Coffee
T0196,U025,2021-04-04,Expense,Food,7271.0,UPI,Pune,test
T6958,U140,2024-04-23,Expense,education,6436.0,Cash,Ahmedabad,Restaurant dinner
T13580,U018,2023-01-08,Expense,Rent,7751.0,Bank Transfer,Mumbai,Online course
T2334,U074,2024-07-11,Expense,Entertainment,7517.0,Card,Delhi,Electricity bill
T1786,U042,2021-04-03,Expense,Food,4195.0,banktransfer,Kolkata,Doctor consultation
T13067,U046,2022-08-12,Income,Bonus,38497.0,Cash,Delhi,Train ticket
T13810,U056,,Expense,Food,4529.0,Bank Transfer,Bangalore,
T0286,U136,2023-09-18,Expense,Food,2642.0,Card,Jaipur,
T11058,U127,2024-08-25,Expense,Entertainment,6674.0,Card,Mumbai,
T12868,U005,2024-11-16,Expense,entrtnmnt,1754.0,Cash,Lucknow,Petrol
T5974,U047,2021-09-07,Expense,edu,4297.0,Card,Ahmedabad,Grocery shopping
T13674,U002,2024-10-30,Expense,Utilities,5727.0,UPI,Mumbai,
T13459,U098,2024-05-12,Expense,utilties,7572.0,Cash,Kolkata,Electricity bill
T6030,U051,2022-01-26,Expense,rentt,5075.0,,Ahmedabad,Grocery shopping
T3901,U016,2024-09-23,Expense,Travel,999999999.0,banktransfer,Lucknow,Books
T10827,U125,,Expense,entrtnmnt,2293.0,Card,Delhi,Train ticket
T8297,U138,2024-07-18,Expense,Food,6217.0,Cash,Jaipur,xyz123
T7120,U009,2023-03-07,Expense,rentt,13682.0,Cash,Delhi,Fixed deposit
T8555,U055,2021-01-27,Expense,Food,8793.0,UPI,,asdfgh
T10238,U029,2023-05-25,Expense,health,3658.0,bank transfr,Bangalore,Doctor consultation
T5222,U063,2021-12-31,Expense,Travel,7061.0,UPI,Kolkata,xyz123
T6481,U041,2023-06-12,Expense,,2037.0,Bank Transfer,Mumbai,Online course
T13261,U069,2023-04-14,Expense,utilties,3389.0,Card,Mumbai,
T12910,U024,2021-07-07,Expense,health,8777.0,Bank Transfer,Ahmedabad,Petrol
T10672,U145,2022-12-07,Income,Other,77593.0,Bank Transfer,Chennai,Grocery shopping
T4188,U044,2024-05-23,Expense,Travel,2673.0,Cash,Delhi,Electricity bill
T3394,U017,2021-09-16,Expense,helth,6896.0,Cash,Hyderabad,Coffee
T5683,U030,2023-06-03,Expense,Rent,5412.0,Bank Transfer,Pune,
T7098,U113,2022-06-11,Expense,Other,999999999.0,Cash,Lucknow,EMI payment
T11425,U038,2021-05-17,Expense,Entertainment,4925.0,UPI,Hyderabad,Shopping
T10765,U137,2023-09-24,Expense,Food,1624.0,Cash,Kolkata,!!!
T11213,U080,2021-04-17,Expense,Entertainment,4164.0,Card,Hyderabad,Petrol
T7610,U079,2023-04-01,Expense,savings,1315.0,Cash,jai,Electricity bill
T8099,U093,2024-03-06,Expense,Entertainment,9531.0,bank transfr,Bangalore,Uber ride
T3247,U087,,Expense,rentt,13343.0,UPI,che,xyz123
T6298,U053,2022-04-05,Expense,health,-500.0,UPI,Mumbai,Monthly rent payment
T8139,U066,2022-11-25,Expense,Utilities,7809.0,Cash,Ahmedabad,Online course
T9717,U052,2022-03-25,Expense,edu,6963.0,Cash,Pune,Gym membership
T1260,U024,2021-12-30,Income,Investment,73953.0,Card,Jaipur,Electricity bill
T9912,U036,2022-08-04,Expense,utlities,6660.0,UPI,Bangalore,Lunch
T7049,U033,2022-04-12,Expense,Food,2784.0,Cash,jai,test
T12817,U129,2023-07-30,Expense,Utilities,7048.0,,Mumbai,
T12851,U038,2022-06-12,Expense,,1888.0,UPI,Pune,ATM withdrawal
T0715,U136,2021-03-14,Expense,Travel,964.0,UPI,Chennai,EMI payment
T7111,U040,2021-07-22,Expense,Food,3310.0,Cash,Ahmedabad,
T1699,U036,2024-01-31,Expense,Entertainment,3582.0,Card,Kolkata,asdfgh
T12943,U008,,Expense,utilties,2500.0,Bank Transfer,Lucknow,
T11500,U075,2024-06-16,Expense,Travel,3156.0,UPI,Bangalore,EMI payment
T5427,U084,2024-02-09,Expense,utlities,5245.0,banktransfer,Pune,Monthly rent payment
T8391,U064,2022-12-30,Expense,Rent,6250.0,Card,Kolkata,Online course
T6627,U087,2024-01-01,Expense,Utilities,2403.0,Cash,,Books
T3308,U124,2021-08-27,Income,Freelance,54485.0,Bank Transfer,Hyderabad,
T1626,U145,2022-01-30,Expense,,3956.0,banktransfer,Kolkata,...
T13792,U084,,Expense,Food,5304.0,Cash,Chennai,Shopping
T1515,U027,2024-12-07,Income,Salary,66538.0,Cash,Bangalore,
T12348,U076,2022-05-29,Expense,Food,2407.0,Bank Transfer,Hyderabad,Movie tickets
T6797,U131,2022-02-08,Expense,saving,4252.0,bank transfr,Ahmedabad,Shopping
T0585,U038,2024-05-09,Expense,Entertainment,787.0,UPI,,Uber ride
T1082,U098,2023-08-31,Expense,Rent,2581.0,Card,Pune,Fixed deposit
T13313,U003,2024-03-26,Expense,Food,4739.0,Card,Kolkata,misc
T10513,U050,2024-05-04,Expense,Travel,3605.0,UPI,Delhi,Doctor consultation
T10002,U063,2024-12-18,Expense,Other,9456.0,Cash,Delhi,test
T3461,U134,,Expense,Food,805.0,UPI,Lucknow,misc
T6623,U078,2023-09-15,Expense,edu,503.0,Bank Transfer,Chennai,test
T9204,U140,2023-10-20,Expense,fod,9391.0,,Hyderabad,Uber ride
T11137,U090,2022-06-11,Expense,Entertainment,5791.0,UPI,Bangalore,
T10051,U061,,Expense,Travel,1034.0,Card,Kolkata,Petrol
T13164,U117,2021-06-20,Expense,utilties,7835.0,Cash,Delhi,Monthly rent payment
T1385,U026,2022-09-27,Expense,saving,604.0,UPI,Kolkata,asdfgh
T3994,U130,2022-06-05,Expense,Utilities,8377.0,UPI,Delhi,ATM withdrawal
T5044,U135,2022-01-16,Expense,Rent,3464.0,Cash,Pune,Fixed deposit
T4712,U115,2024-01-30,Expense,utlities,7134.0,Card,Hyderabad,Online course
T3527,U082,2021-11-24,Expense,traval,330.0,Bank Transfer,che,Train ticket
T8114,U121,2024-04-21,Income,Investment,58808.0,Card,Hyderabad,asdfgh
T3494,U045,2022-05-07,Expense,Travel,4472.0,UPI,Delhi,
T13848,U123,2023-04-21,Expense,Food,2027.0,Bank Transfer,Pune,Gym membership
T3312,U087,2021-08-14,Expense,education,4867.0,bank transfr,Ahmedabad,ATM withdrawal
T6635,U039,2021-02-25,Income,Freelance,72857.0,Cash,Jaipur,
T6475,U058,2022-04-28,Income,Bonus,53734.0,Bank Transfer,,Uber ride
T11049,U013,2022-11-01,Income,Investment,71333.0,Bank Transfer,Chennai,!!!
T8046,U033,2023-09-04,Expense,Rent,2581.0,Cash,Kolkata,xyz123
T6223,U071,2022-08-21,Expense,Rent,0.0,Card,Chennai,Train ticket
T8755,U118,2024-11-07,Expense,fod,645.0,UPI,Ahmedabad,...
T2983,U098,2023-11-24,Expense,rentt,17314.0,UPI,Hyderabad,Fixed deposit
T8579,U007,2022-11-20,Expense,Entertainment,2788.0,Bank Transfer,Chennai,Coffee
T11584,U144,2022-03-10,Expense,Food,9164.0,Card,Jaipur,asdfgh
T9828,U141,2022-02-02,Income,Salary,59269.0,Card,Pune,Doctor consultation
T4797,U037,2024-09-03,Expense,Travel,7077.0,Bank Transfer,Ahmedabad,xyz123
T9972,U025,2023-02-26,Expense,educaton,8254.0,Card,Pune,Fixed deposit
T7143,U095,2024-02-02,Expense,entrtnmnt,1555.0,UPI,Jaipur,Electricity bill
T6660,U112,2021-04-09,Expense,Food,2941.0,Bank Transfer,Kolkata,xyz123
T1142,U120,2024-09-24,Expense,rentt,37994.0,Card,Hyderabad,...
T13868,U121,2022-01-16,Expense,rentt,49122.0,Card,Jaipur,Petrol
T5480,U145,2024-08-16,Expense,health,1761.0,,Ahmedabad,!!!
T3464,U115,2022-03-25,Expense,rentt,10003.0,Card,Pune,Coffee
T12467,U015,2021-01-11,Income,Bonus,20062.0,bank transfr,Bangalore,Lunch
T8203,U053,2021-01-23,Expense,Travel,4603.0,Card,Bangalore,!!!
T13070,U057,2024-05-12,Expense,Entertainment,9986.0,bank transfr,Lucknow,Train ticket
T7149,U024,2021-06-11,Expense,Food,7886.0,bank transfr,Ahmedabad,Internet bill
T5246,U139,2024-12-18,Expense,Rent,6330.0,Card,Delhi,EMI payment
T4033,U061,2022-07-06,Expense,health,4109.0,Card,Ahmedabad,Electricity bill
T9842,U014,2021-03-23,Expense,Entertainment,2491.0,,Bangalore,test
T11401,U110,2024-09-28,Expense,rentt,37722.0,banktransfer,Kolkata,!!!
T4763,U133,2022-08-20,Expense,rnt,4508.0,UPI,Mumbai,Internet bill
T7660,U013,2022-03-05,Expense,rnt,9199.0,banktransfer,Lucknow,Doctor consultation
